id,userid,newuser,date,time,action,productid,producte,category,price,discount,profit,age,gender,location
74,23456,yes,2022-08-06,8:00,browse,1019,Scarf,Accessories,30,0.05,1.5,27,Male,"Las Vegas, NV"
154,12345,no,2022-04-24,8:00,addtocart,1007,Skirt,Clothing,40,0.1,4.0,43,Female,"Austin, TX"
52,78901,no,2022-02-13,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
166,45678,no,2022-05-20,8:00,addtocart,1023,Hat,Accessories,15,0.1,0.75,36,Female,"Austin, TX"
176,56789,yes,2022-06-08,2:30,browse,1011,Bracelet,Jewelry,45,0.05,4.5,22,Male,"New York, NY"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
116,89012,yes,2022-06-11,2:30,browse,1024,Sunglasses,Accessories,40,0.05,4.0,28,Female,"Seattle, WA"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
163,12345,no,2022-04-06,11:15,addtocart,1013,Necklace,Jewelry,80,0.1,8.0,31,Female,"San Francisco, CA"
106,78901,no,2022-06-17,8:00,browse,1025,Watch,Accessories,85,0.05,8.5,37,Male,"San Francisco, CA"
149,56789,yes,2022-05-13,5:45,browse,1009,Skirt,Clothing,45,0.05,4.5,34,Male,"Phoenix, AZ"
26,89012,no,2022-03-26,10:30:00,addtocart,1018,Belt,Accessories,30,0.0,1.5,27,Male,"Boston, MA"
32,56789,yes,2022-07-23,19:15:00,browse,1021,Necklace,Jewelry,60,0.15,6.0,39,Female,"Chicago, IL"
171,90123,no,2022-03-30,11:15,purchase,1010,Necklace,Jewelry,70,0.0,3.0,55,Male,"Chicago, IL"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
98,89012,yes,2022-08-02,8:00,browse,1023,Scarf,Accessories,30,0.05,3.0,25,Female,"Chicago, IL"
27,90123,yes,2022-03-30,13:00:00,purchase,1002,Jeans,Clothing,60,0.1,3.0,42,Female,"Austin, TX"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
52,78901,no,2022-02-13,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
188,89012,no,2022-07-07,2:30,addtocart,1012,Earrings,Jewelry,30,0.1,1.5,24,Male,"Los Angeles, CA"
237,34567,no,2022-07-02,5:45,addtocart,1020,Necklace,Jewelry,45,0.1,4.5,36,Male,"San Diego, CA"
218,23456,yes,2022-07-19,8:00,browse,1020,Belt,Accessories,30,0.05,3.0,25,Female,"Portland, OR"
30,34567,no,2022-04-11,11:45:00,purchase,1008,Smartphone,Electronics,800,0.1,40.0,46,Female,"New York, NY"
6,67890,no,2022-03-11,11:00:00,purchase,1006,Laptop,Electronics,1000,0.05,100.0,27,Female,"Seattle, WA"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
39,34567,yes,2022-04-24,8:30,addtocart,1013,Skirt,Clothing,40,0.0,4.0,26,Male,"Houston, TX"
59,56789,yes,2022-07-31,11:15,browse,1005,Sweater,Clothing,70,0.05,3.5,24,Male,"Boston, MA"
229,45678,no,2022-04-24,5:45,purchase,1008,Skirt,Clothing,40,0.0,4.0,29,Female,"Boston, MA"
223,78901,no,2022-04-21,11:15,purchase,1004,Hoodie,Clothing,80,0.0,8.0,39,Male,"New York, NY"
153,90123,no,2022-05-22,5:45,purchase,1002,Polo Shirt,Clothing,30,0.0,3.0,38,Male,"Philadelphia, PA"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
70,78901,no,2022-03-31,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,41,Male,"Seattle, WA"
86,56789,yes,2022-07-16,8:00,browse,1022,Sunglasses,Accessories,80,0.05,8.0,27,Male,"Mi, FL"
17,89012,no,2022-08-07,9:00:00,addtocart,1015,Sneakers,Footwear,120,0.0,6.0,45,Male,"Austin, TX"
140,56789,yes,2022-05-28,2:30,browse,1021,Scarf,Accessories,15,0.05,1.5,39,Female,"Houston, TX"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
170,89012,yes,2022-06-19,8:00,browse,1012,Ring,Jewelry,40,0.05,2.0,28,Female,"Boston, MA"
166,45678,no,2022-05-20,8:00,addtocart,1023,Hat,Accessories,15,0.1,0.75,36,Female,"Austin, TX"
237,34567,no,2022-07-02,5:45,addtocart,1020,Necklace,Jewelry,45,0.1,4.5,36,Male,"Los Angeles, CA"
141,67890,no,2022-08-17,5:45,purchase,1005,Skirt,Clothing,40,0.0,4.0,36,Male,"San Francisco, CA"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
86,56789,yes,2022-07-16,8:00,browse,1022,Sunglasses,Accessories,80,0.05,8.0,27,Male,"Mi, FL"
11,23456,yes,2022-06-24,9:30:00,browse,1002,Jeans,Clothing,50,0.2,5.0,42,Female,"Los Angeles, CA"
228,34567,no,2022-01-14,2:30,addtocart,1002,Trousers,Clothing,65,0.1,6.5,36,Male,"Austin, TX"
198,90123,no,2022-07-14,8:00,purchase,1009,Dress,Clothing,120,0.0,12.0,38,Female,"Washington, D.C."
110,23456,yes,2022-03-06,8:00,browse,1004,Jeans,Clothing,50,0.05,5.0,27,Male,"Philadelphia, PA"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
132,67890,no,2022-08-25,2:30,purchase,1021,Belt,Accessories,20,0.0,2.0,36,Male,"New York, NY"
86,56789,yes,2022-01-02,8:00,browse,1022,Scarf,Accessories,20,0.05,10.0,27,Male,"Mi, FL"
230,56789,yes,2022-08-18,8:00,browse,1021,Scarf,Accessories,15,0.05,0.75,27,Female,"Mi, FL"
207,90123,no,2022-04-18,11:15,browse,1021,Hat,Accessories,20,0.05,2.0,44,Female,"New York, NY"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.0,1.0,19,Nonbinary,"San Francisco, CA"
178,78901,no,2022-06-27,8:00,addtocart,1020,Sunglasses,Accessories,40,0.1,4.0,29,Female,"San Francisco, CA"
167,56789,yes,2022-07-10,11:15,browse,1007,Sweatshirt,Clothing,45,0.05,2.25,25,Male,"Atlanta, GA"
67,45678,no,2022-03-08,11:15,purchase,1004,Jeans,Clothing,80,0.05,8.0,29,Female,"San Francisco, CA"
98,89012,yes,2022-08-02,8:00,browse,1023,Scarf,Accessories,30,0.05,3.0,25,Female,"Chicago, IL"
182,23456,yes,2022-08-29,8:00,browse,1022,Backpack,Accessories,50,0.05,5.0,33,Male,"Seattle, WA"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
114,67890,no,2022-04-24,8:00,purchase,1007,Skirt,Clothing,40,0.0,4.0,41,Male,"Dallas, TX"
111,34567,no,2022-04-06,11:15,addtocart,1012,Ring,Jewelry,80,0.1,8.0,29,Female,"Nashville, TN"
238,45678,no,2022-08-30,8:00,purchase,1018,Ring,Jewelry,35,0.0,1.75,29,Female,"Seattle, WA"
58,45678,no,2022-03-18,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,2.0,29,Female,"New York, NY"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
187,78901,no,2022-07-06,11:15,purchase,1015,Sunglasses,Accessories,55,0.1,5.5,29,Female,"New York, NY"
220,45678,no,2022-07-28,2:30,purchase,1018,Backpack,Accessories,50,0.0,5.0,28,Female,"San Francisco, CA"
27,90123,yes,2022-01-03,13:00:00,purchase,1002,Shoes,Footwear,80,0.1,12.0,42,Female,"Austin, TX"
184,45678,no,2022-07-03,2:30,addtocart,1006,Hoodie,Clothing,55,0.1,5.5,28,Female,"Austin, TX"
238,45678,no,2022-08-26,8:00,addtocart,1018,Ring,Jewelry,50,0.1,5.0,31,Male,"Seattle, WA"
69,67890,no,2022-04-18,5:45,addtocart,1021,Hat,Accessories,20,0.1,2.0,39,Female,"Denver, CO"
69,67890,no,2022-02-22,5:45,addtocart,1021,Watch,Accessories,100,0.1,5.0,39,Female,"Denver, CO"
107,89012,yes,2022-02-23,11:15,purchase,1010,era,Electronics,300,0.0,30.0,24,Female,"Austin, TX"
222,67890,no,2022-03-30,8:00,addtocart,1022,Gloves,Accessories,20,0.1,3.0,31,Female,"Houston, TX"
234,89012,yes,2022-08-30,8:00,browse,1012,Keychain,Accessories,10,0.05,0.5,26,Male,"Mi, FL"
241,78901,no,2022-08-05,5:45,purchase,1013,Watch,Accessories,120,0.0,12.0,42,Male,"Los Angeles, CA"
162,56789,yes,2022-06-11,8:00,browse,1017,Sunglasses,Accessories,40,0.05,4.0,22,Male,"New York, NY"
113,56789,yes,2022-01-05,5:45,browse,1022,Socks,Clothing,10,0.05,0.5,22,Female,"Atlanta, GA"
239,56789,no,2022-08-27,11:15,purchase,1009,Dress,Clothing,70,0.0,3.5,37,Female,"Chicago, IL"
32,56789,yes,2022-07-02,19:15:00,browse,1021,Necklace,Jewelry,45,0.15,4.5,39,Female,"Chicago, IL"
16,78901,yes,2022-05-11,16:45:00,browse,1014,Backpack,Accessories,70,0.1,3.5,25,Female,"Seattle, WA"
43,78901,no,2022-02-12,9:30,purchase,1023,Scarf,Accessories,20,0.0,2.0,44,Male,"Los Angeles, CA"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
68,56789,yes,2022-04-13,2:30,browse,1014,Necklace,Jewelry,50,0.05,5.0,26,Male,"Mi, FL"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
74,23456,yes,2022-04-04,8:00,browse,1014,Ring,Jewelry,60,0.05,6.0,27,Male,"Las Vegas, NV"
57,34567,no,2022-02-15,5:45,browse,1020,Sunglasses,Accessories,50,0.1,5.0,38,Male,"Houston, TX"
189,90123,no,2022-05-27,5:45,purchase,1001,Jeans,Clothing,70,0.0,7.0,36,Female,"San Francisco, CA"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
214,78901,no,2022-07-09,8:00,purchase,1023,Backpack,Accessories,60,0.0,6.0,42,Male,"New Orleans, LA"
178,78901,no,2022-06-19,8:00,addtocart,1012,Ring,Jewelry,40,0.1,2.0,29,Male,"San Francisco, CA"
163,12345,no,2022-08-30,11:15,addtocart,1017,Ring,Jewelry,35,0.1,1.75,31,Female,"San Francisco, CA"
10,12345,no,2022-06-06,17:00:00,purchase,1010,Dress,Clothing,75,0.1,7.5,28,Male,"New York, NY"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
111,34567,no,2022-04-21,11:15,addtocart,1012,Ring,Jewelry,80,0.1,8.0,29,Female,"Nashville, TN"
132,67890,no,2022-05-01,2:30,purchase,1021,Wallet,Accessories,40,0.0,4.0,36,Male,"New York, NY"
50,56789,yes,2022-03-11,8:00,browse,1007,Laptop,Electronics,1000,0.0,100.0,50,Male,"Mi, FL"
241,78901,no,2022-09-01,5:45,purchase,1013,Backpack,Accessories,75,0.0,7.5,42,Male,"Los Angeles, CA"
86,56789,yes,2022-01-28,8:00,browse,1022,Sunglasses,Accessories,80,0.05,8.0,27,Male,"Mi, FL"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
163,12345,no,2022-04-13,11:15,addtocart,1013,Necklace,Jewelry,50,0.1,5.0,31,Female,"San Francisco, CA"
27,90123,yes,2022-05-21,13:00:00,purchase,1002,Jacket,Clothing,80,0.1,8.0,42,Female,"Austin, TX"
2,23456,yes,2022-01-03,14:45:00,browse,1002,Shoes,Footwear,80,0.2,12.0,42,Female,"Los Angeles, CA"
60,67890,no,2022-04-14,2:30,addtocart,1015,Earrings,Jewelry,40,0.1,2.0,32,Female,"Washington, D.C."
186,67890,no,2022-01-07,8:00,purchase,1021,Watch,Accessories,250,0.0,25.0,45,Male,"San Diego, CA"
44,89012,no,2022-08-24,1:45,purchase,1010,Necklace,Jewelry,30,0.0,3.0,36,Nonbinary,"Boston, MA"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
232,78901,no,2022-03-05,2:30,purchase,1006,Sweater,Clothing,90,0.0,9.0,42,Male,Washington D.C.
19,12345,no,2022-02-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,8.0,37,Female,"New York, NY"
102,34567,no,2022-08-29,8:00,purchase,1001,Dress,Clothing,80,0.0,8.0,34,Female,"Los Angeles, CA"
16,78901,yes,2022-06-06,16:45:00,browse,1014,Backpack,Accessories,70,0.1,7.0,25,Female,"Seattle, WA"
60,67890,no,2022-04-14,2:30,addtocart,1015,Earrings,Jewelry,40,0.1,2.0,32,Female,"Washington, D.C."
161,89012,yes,2022-04-03,5:45,browse,1003,Jacket,Clothing,100,0.05,10.0,27,Female,"Los Angeles, CA"
33,67890,no,2022-03-27,9:30,addtocart,1022,Sunglasses,Accessories,120,0.0,6.0,30,Male,"Mi, FL"
62,89012,yes,2022-01-22,8:00,browse,1016,Earrings,Jewelry,35,0.05,15.0,28,Female,"Phoenix, AZ"
9,90123,yes,2022-04-07,12:45:00,purchase,1009,Headphones,Electronics,100,0.05,10.0,21,Female,"Philadelphia, PA"
74,23456,yes,2022-08-06,8:00,browse,1019,Scarf,Accessories,30,0.05,1.5,27,Male,"Las Vegas, NV"
207,90123,no,2022-04-18,11:15,browse,1021,Hat,Accessories,20,0.05,2.0,44,Female,"New York, NY"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
86,56789,yes,2022-01-17,8:00,browse,1022,Sunglasses,Accessories,120,0.05,6.0,27,Male,"Mi, FL"
178,78901,no,2022-06-27,8:00,addtocart,1020,Sunglasses,Accessories,40,0.1,4.0,29,Female,"San Francisco, CA"
102,34567,no,2022-07-17,8:00,purchase,1001,Dress,Clothing,120,0.0,12.0,34,Female,"Los Angeles, CA"
82,12345,no,2022-08-26,8:00,addtocart,1011,Belt,Accessories,20,0.1,2.0,31,Female,Washington D.C.
161,89012,yes,2022-05-23,5:45,browse,1003,T-Shirt,Clothing,20,0.05,1.0,27,Female,"Los Angeles, CA"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
62,89012,yes,2022-07-11,8:00,browse,1016,Bracelet,Jewelry,35,0.05,3.5,28,Female,"Phoenix, AZ"
187,78901,no,2022-07-06,11:15,purchase,1015,Sunglasses,Accessories,55,0.1,5.5,29,Female,"New York, NY"
177,67890,no,2022-04-27,5:45,purchase,1005,T-shirt,Clothing,25,0.0,2.5,48,Female,"Los Angeles, CA"
12,34567,yes,2022-01-12,13:15:00,purchase,1004,Hat,Accessories,20,0.05,1.0,31,Male,"Philadelphia, PA"
58,45678,no,2022-02-19,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,10.0,29,Female,"New York, NY"
132,67890,no,2022-08-25,2:30,purchase,1021,Belt,Accessories,20,0.0,2.0,36,Male,"New York, NY"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
206,89012,yes,2022-03-03,8:00,purchase,1016,Bracelet,Jewelry,30,0.0,1.5,21,Male,"Chicago, IL"
131,56789,yes,2022-06-01,11:15,browse,1020,Hat,Accessories,20,0.05,1.0,39,Female,"Los Angeles, CA"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
86,56789,yes,2022-02-15,8:00,browse,1022,Sunglasses,Accessories,50,0.05,5.0,27,Male,"Mi, FL"
24,67890,no,2022-01-04,9:45:00,purchase,1004,Hat,Accessories,20,0.05,1.0,27,Female,"Seattle, WA"
79,78901,no,2022-03-20,11:15,purchase,1015,Bracelet,Jewelry,45,0.0,2.25,35,Female,"Houston, TX"
170,89012,yes,2022-06-19,8:00,browse,1012,Ring,Jewelry,40,0.05,2.0,23,Female,"Boston, MA"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
226,12345,no,2022-05-30,8:00,purchase,1015,Sunglasses,Accessories,30,0.0,3.0,33,Male,"Los Angeles, CA"
236,23456,yes,2022-08-27,2:30,browse,1004,Jeans,Clothing,60,0.05,3.0,24,Female,"New York, NY"
24,67890,no,2022-01-04,9:45:00,purchase,1004,Hat,Accessories,20,0.05,1.0,36,Female,"Seattle, WA"
223,78901,no,2022-04-21,11:15,purchase,1004,Hoodie,Clothing,80,0.0,8.0,39,Male,"New York, NY"
79,78901,no,2022-03-20,11:15,purchase,1015,Bracelet,Jewelry,45,0.0,2.25,35,Female,"Houston, TX"
177,67890,no,2022-01-01,5:45,purchase,1005,T-shirt,Clothing,25,0.0,2.5,48,Female,"Los Angeles, CA"
69,67890,no,2022-03-12,5:45,addtocart,1021,Watch,Accessories,100,0.1,5.0,39,Female,"Denver, CO"
76,45678,no,2022-08-19,2:30,browse,1020,Hat,Accessories,25,0.05,2.5,29,Female,"New York, NY"
148,45678,no,2022-05-28,2:30,addtocart,1021,Scarf,Accessories,30,0.1,1.5,27,Female,"Denver, CO"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
207,90123,no,2022-04-18,11:15,purchase,1021,Hat,Accessories,20,0.1,2.0,46,Female,"New York, NY"
131,56789,yes,2022-04-22,11:15,browse,1010,Backpack,Accessories,70,0.05,7.0,39,Female,"Los Angeles, CA"
142,78901,no,2022-04-20,8:00,purchase,1004,Jeans,Clothing,50,0.0,2.5,42,Male,Washington D.C.
8,89012,no,2022-01-17,10:30:00,addtocart,1008,Sneakers,Footwear,120,0.0,6.0,34,Male,"Austin, TX"
79,78901,no,2022-03-20,11:15,purchase,1015,Bracelet,Jewelry,45,0.0,2.25,35,Male,"Houston, TX"
7,78901,yes,2022-02-07,15:15:00,browse,1007,Wallet,Accessories,50,0.1,7.5,50,Male,"Boston, MA"
117,90123,no,2022-01-18,5:45,purchase,1005,T-Shirt,Clothing,25,0.0,1.25,41,Male,"Chicago, IL"
231,67890,no,2022-01-01,11:15,purchase,1010,Hat,Accessories,25,0.0,2.5,41,Female,"Portland, OR"
16,78901,yes,2022-04-22,16:45:00,browse,1014,Backpack,Accessories,70,0.1,7.0,25,Female,"Seattle, WA"
223,78901,no,2022-07-16,11:15,purchase,1004,Hoodie,Clothing,80,0.0,8.0,39,Male,"New York, NY"
32,56789,yes,2022-07-23,19:15:00,browse,1021,Necklace,Jewelry,60,0.15,6.0,39,Female,"Chicago, IL"
230,56789,yes,2022-05-28,8:00,browse,1021,Scarf,Accessories,15,0.05,1.5,27,Male,"Mi, FL"
123,67890,no,2022-05-03,11:15,purchase,1008,Dress,Clothing,60,0.0,6.0,27,Female,"San Francisco, CA"
200,23456,yes,2022-07-29,2:30,addtocart,1020,Belt,Accessories,30,0.1,3.0,24,Female,"Portland, OR"
98,89012,yes,2022-08-02,8:00,browse,1023,Scarf,Accessories,30,0.05,3.0,25,Female,"Chicago, IL"
70,78901,no,2022-03-31,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,41,Male,"Seattle, WA"
62,89012,yes,2022-07-11,8:00,browse,1016,Bracelet,Jewelry,35,0.05,3.5,28,Female,"Phoenix, AZ"
163,12345,no,2022-04-06,11:15,addtocart,1013,Necklace,Jewelry,80,0.1,8.0,31,Female,"San Francisco, CA"
233,89012,yes,2022-04-30,5:45,browse,1014,Necklace,Jewelry,70,0.05,7.0,23,Female,"San Francisco, CA"
60,67890,no,2022-04-14,2:30,addtocart,1015,Earrings,Jewelry,40,0.1,2.0,32,Female,"Washington, D.C."
91,12345,no,2022-07-26,11:15,addtocart,1021,Hat,Accessories,20,0.1,1.0,30,Female,"Denver, CO"
58,45678,no,2022-02-19,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,10.0,29,Female,"New York, NY"
127,12345,no,2022-05-07,11:15,purchase,1019,Scarf,Accessories,20,0.0,2.0,27,Female,"Chicago, IL"
70,78901,no,2022-02-06,8:00,purchase,1007,Headphones,Electronics,100,0.0,10.0,41,Male,"Seattle, WA"
230,56789,yes,2022-07-09,8:00,browse,1023,Backpack,Accessories,60,0.05,6.0,27,Male,"Mi, FL"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
3,34567,no,2022-01-03,9:15:00,purchase,1003,Shoes,Footwear,80,0.05,12.0,35,Male,"Chicago, IL"
184,45678,no,2022-07-03,2:30,purchase,1006,Hoodie,Clothing,55,0.1,5.5,42,Male,"Austin, TX"
12,34567,no,2022-08-27,13:15:00,purchase,1004,Hat,Accessories,20,0.05,1.0,35,Male,"Chicago, IL"
196,78901,no,2022-02-27,2:30,browse,1005,T-Shirt,Clothing,20,0.05,2.0,28,Female,"Boston, MA"
201,34567,no,2022-07-10,5:45,purchase,1011,Watch,Accessories,100,0.0,10.0,41,Male,"Mi, FL"
44,34567,no,2022-02-13,1:45,purchase,1010,Necklace,Jewelry,80,0.0,4.0,34,Female,"Los Angeles, CA"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
233,89012,yes,2022-04-30,5:45,browse,1014,Necklace,Jewelry,70,0.05,7.0,23,Female,"San Francisco, CA"
14,56789,no,2022-01-14,11:00:00,addtocart,1012,Trousers,Clothing,65,0.0,6.5,30,Male,"Mi, FL"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
137,23456,yes,2022-05-01,5:45,browse,1020,Wallet,Accessories,40,0.05,4.0,30,Male,"Seattle, WA"
44,89012,no,2022-02-21,1:45,purchase,1010,Necklace,Jewelry,80,0.0,4.0,36,Nonbinary,"Boston, MA"
241,78901,no,2022-09-01,5:45,purchase,1013,Backpack,Accessories,75,0.0,7.5,42,Male,"Los Angeles, CA"
151,78901,no,2022-05-31,11:15,addtocart,1022,Watch,Accessories,40,0.1,4.0,31,Female,"San Diego, CA"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
10,12345,no,2022-06-06,17:00:00,purchase,1010,Dress,Clothing,75,0.1,7.5,28,Male,"New York, NY"
153,90123,no,2022-05-21,5:45,purchase,1002,Jacket,Clothing,80,0.0,8.0,38,Male,"Philadelphia, PA"
196,78901,no,2022-02-27,2:30,browse,1005,T-Shirt,Clothing,20,0.05,2.0,28,Female,"Boston, MA"
21,34567,no,2022-08-30,10:00:00,addtocart,1017,Keychain,Accessories,10,0.0,0.5,43,Male,"Chicago, IL"
132,67890,no,2022-08-25,2:30,purchase,1021,Belt,Accessories,20,0.0,2.0,36,Male,"New York, NY"
200,23456,yes,2022-04-10,2:30,addtocart,1020,Belt,Accessories,30,0.1,3.0,24,Female,"Portland, OR"
222,67890,no,2022-08-10,8:00,addtocart,1022,Gloves,Accessories,20,0.1,2.0,31,Male,"Houston, TX"
182,23456,yes,2022-08-05,8:00,browse,1022,Watch,Accessories,120,0.05,12.0,33,Male,"Seattle, WA"
158,56789,no,2022-06-07,8:00,addtocart,1014,Earrings,Jewelry,35,0.1,1.75,38,Male,"Chicago, IL"
98,89012,yes,2022-07-09,8:00,browse,1023,Backpack,Accessories,60,0.05,6.0,25,Female,"Chicago, IL"
116,89012,yes,2022-04-08,2:30,browse,1024,Sunglasses,Accessories,80,0.05,4.0,28,Female,"Seattle, WA"
156,34567,no,2022-05-23,2:30,purchase,1005,T-Shirt,Clothing,20,0.0,1.0,24,Male,"Boston, MA"
118,12345,no,2022-04-20,8:00,addtocart,1004,Jeans,Clothing,50,0.1,2.5,35,Female,"Boston, MA"
30,34567,no,2022-01-30,11:45:00,purchase,1008,Smartphone,Electronics,800,0.0,80.0,45,Male,"New York, NY"
140,56789,yes,2022-06-01,2:30,browse,1023,Hat,Accessories,20,0.05,1.0,39,Female,"Houston, TX"
190,12345,no,2022-07-29,8:00,addtocart,1023,Wallet,Accessories,35,0.1,3.5,27,Male,"Dallas, TX"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
151,78901,no,2022-04-22,11:15,addtocart,1022,Watch,Accessories,40,0.1,4.0,31,Male,"San Diego, CA"
90,90123,no,2022-02-10,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,42,Male,"New Orleans, LA"
99,90123,no,2022-01-18,11:15,purchase,1002,T-Shirt,Clothing,25,0.0,1.25,35,Male,"Mi, FL"
156,34567,no,2022-05-23,2:30,purchase,1005,T-Shirt,Clothing,20,0.0,1.0,24,Male,"Boston, MA"
117,90123,no,2022-01-18,5:45,purchase,1005,T-Shirt,Clothing,25,0.0,1.25,41,Male,"Chicago, IL"
52,78901,no,2022-04-26,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
182,23456,no,2022-07-01,8:00,purchase,1022,Backpack,Accessories,70,0.0,3.5,33,Male,"Seattle, WA"
30,34567,no,2022-01-30,11:45:00,purchase,1008,Smartphone,Electronics,300,0.1,80.0,46,Female,"New York, NY"
30,34567,no,2022-04-11,11:45:00,purchase,1008,Smartphone,Electronics,800,0.1,40.0,46,Female,"New York, NY"
